Provider Number,State,Clinical Process of Care Score, Patient Experience of Care Score,Outcome Score,Efficiency Score,TPS
390002,PA,62.85714286,24,55.71428571,10,37.07142857
390003,PA,48.57142857,38,53.33333333,30,43.19047619
390004,PA,54.28571429,26,65.71428571,0,38.21428571
390006,PA,65.71428571,48,41.42857143,0,35.14285714
390008,PA,70,36,50,30,43.5
390009,PA,70,30,32.85714286,0,27.64285714
390012,PA,74.28571429,46,34.28571429,10,35.14285714
390013,PA,52.85714286,47,58,20,45.23571429
390016,PA,14.28571429,16,68.57142857,0,32.85714286
390019,PA,48.57142857,21,62.5,0,35.10714286
390026,PA,35.71428571,17,53.33333333,0,29.1547619
390027,PA,61.42857143,23,62.85714286,10,39.53571429
390028,PA,77.14285714,23,37.14285714,10,30.82142857
390030,PA,47.14285714,24,25,0,20.71428571
390031,PA,40,40,45,0,32
390032,PA,37.14285714,20,42.85714286,0,25.85714286
390035,PA,68.57142857,54,60,50,56.85714286
390036,PA,72.85714286,23,44.28571429,0,30.75
390037,PA,47.14285714,34,55,0,35.21428571
390039,PA,80,37,55.71428571,10,42.03571429
390041,PA,65.71428571,29,35.71428571,0,28.10714286
390042,PA,72.85714286,29,47.14285714,0,33.39285714
390043,PA,47.14285714,39,55,10,38.96428571
390044,PA,80,24,61.42857143,0,38.57142857
390045,PA,55.71428571,48,33.33333333,10,33.4047619
390046,PA,64.28571429,24,31.42857143,0,25
390048,PA,57.14285714,19,81.42857143,0,43.03571429
390049,PA,67.14285714,22,44.28571429,10,32.42857143
390050,PA,32.85714286,14,38.57142857,0,22.21428571
390052,PA,67.14285714,21,70,0,39.96428571
390056,PA,37.14285714,38,40,10,31.71428571
390057,PA,74.28571429,30,60,0,38.92857143
390058,PA,92.85714286,52,74.28571429,0,52
390061,PA,78.57142857,32,48.57142857,20,40.28571429
390062,PA,51.42857143,74,26.66666667,10,36.80952381
390063,PA,71.42857143,22,22.85714286,0,21.78571429
390065,PA,65.71428571,43,38.33333333,10,35.1547619
390066,PA,57.14285714,36,64.28571429,0,40.42857143
390067,PA,68.57142857,43,32.85714286,10,33.25
390068,PA,62.85714286,33,22,0,23.33571429
390070,PA,68.57142857,25,70,50,53.60714286
390071,PA,,27,43.33333333,50,40.64814815
390072,PA,54.28571429,36,44,0,32.02857143
390073,PA,37.14285714,14,30,0,19.21428571
390076,PA,31.42857143,19,42.85714286,0,25.03571429
390079,PA,52.85714286,23,51.42857143,40,41.60714286
390080,PA,67.14285714,26,53.33333333,20,39.54761905
390081,PA,54.28571429,21,77.14285714,0,41.53571429
390084,PA,75,59,56.66666667,0,44.91666667
390086,PA,67.14285714,34,65.71428571,10,44
390090,PA,50,21,16,0,16.65
390091,PA,64.28571429,39,45.71428571,20,39.46428571
390093,PA,21.42857143,29,25,0,19.39285714
390096,PA,71.42857143,18,30,0,23.64285714
390097,PA,35.71428571,34,40,0,28.07142857
390100,PA,55.71428571,42,50,10,38.57142857
390101,PA,44.28571429,14,36.66666667,0,22.5952381
390102,PA,67.14285714,39,61.42857143,0,41.03571429
390104,PA,60,30,66.66666667,50,52.66666667
390107,PA,67.14285714,43,37.14285714,0,32.32142857
390110,PA,42.85714286,30,37.14285714,0,26.64285714
390111,PA,74.28571429,36,40,0,32.42857143
390112,PA,21.42857143,52,80,10,49.64285714
390113,PA,60,36,26.66666667,30,33.16666667
390114,PA,82.85714286,27,45,40,43.03571429
390115,PA,58.57142857,14,37.14285714,10,26.71428571
390116,PA,94.28571429,28,43.33333333,0,33.76190476
390117,PA,64.28571429,33,50,0,34.67857143
390118,PA,38.57142857,20,67.5,30,43.35714286
390119,PA,74.28571429,24,8.333333333,0,16.76190476
390123,PA,28.57142857,15,28.33333333,0,17.94047619
390125,PA,85.71428571,42,26,0,29.47142857
390127,PA,42.85714286,22,42.85714286,0,26.92857143
390130,PA,52.5,71,53.33333333,0,44.33333333
390132,PA,45,5,40,20,26.75
390133,PA,50,40,40,0,31
390137,PA,65.71428571,17,41.42857143,0,27.39285714
390138,PA,100,55,72.5,60,67.75
390139,PA,67.14285714,52,30,10,34.21428571
390142,PA,48.57142857,15,37.14285714,0,23.46428571
390145,PA,68.57142857,59,48.57142857,10,43.53571429
390146,PA,42.85714286,26,67.5,60,52.78571429
390147,PA,60,65,52.85714286,10,45.89285714
390150,PA,63.33333333,42,86.66666667,40,61.5
390151,PA,47.14285714,43,61.42857143,40,50.03571429
390153,PA,70,54,62.85714286,10,48.14285714
390154,PA,55.71428571,58,77.5,20,56.07142857
390156,PA,58.57142857,33,47.14285714,0,32.96428571
390157,PA,22.85714286,13,60,0,29.53571429
390160,PA,15.71428571,21,46,0,25.22142857
390162,PA,62.85714286,28,50,0,33.28571429
390163,PA,32.85714286,31,55.71428571,0,33.32142857
390164,PA,85.71428571,30,54.28571429,0,37.78571429
390168,PA,77.14285714,38,30,0,29.21428571
390173,PA,30,27,71.66666667,0,38.41666667
390174,PA,62.85714286,36,64.28571429,0,41
390178,PA,68.57142857,29,51.42857143,30,42.17857143
390179,PA,55.71428571,64,64.28571429,10,49.78571429
390180,PA,42.85714286,19,28.57142857,0,20.46428571
390183,PA,55.71428571,44,56.66666667,30,46.73809524
390184,PA,40,30,50,60,46.5
390185,PA,100,29,85.71428571,10,54.03571429
390192,PA,,44,70,50,57.22222222
390194,PA,68.57142857,24,32.5,0,25.85714286
390195,PA,65.71428571,42,50,10,39.57142857
390197,PA,28.57142857,15,73.33333333,0,35.94047619
390198,PA,58.57142857,20,52.5,0,31.85714286
390199,PA,50,47,53.33333333,10,40.58333333
390201,PA,58.57142857,28,54.28571429,0,34.57142857
390203,PA,80,55,68.57142857,10,51.67857143
390204,PA,92.85714286,41,61.42857143,0,44.10714286
390211,PA,61.42857143,27,68.57142857,20,45.32142857
390217,PA,71.42857143,45,70,0,46.39285714
390219,PA,51.42857143,40,48.57142857,0,34.57142857
390220,PA,77.14285714,27,75,0,44.46428571
390222,PA,40,45,54.28571429,10,39.46428571
390223,PA,74.28571429,25,45.71428571,10,34.46428571
390225,PA,45.71428571,31,54.28571429,0,34.03571429
390226,PA,48.57142857,28,50,0,31.85714286
390228,PA,55.71428571,62,62.85714286,0,46.21428571
390231,PA,81.42857143,22,50,0,33.64285714
390233,PA,47.14285714,52,43.33333333,30,42.54761905
390236,PA,,31,50,60,47.5
390237,PA,45.71428571,21,35.71428571,0,24.10714286
390256,PA,48.57142857,24,64.28571429,0,36.57142857
390258,PA,70,50,45.71428571,0,37.78571429
390263,PA,41.42857143,32,50,0,32.14285714
390265,PA,48.57142857,35,61.42857143,0,38.17857143
390266,PA,21.42857143,43,46.66666667,0,31.55952381
390267,PA,35.71428571,14,57.14285714,0,29.92857143
390268,PA,40,55,57.14285714,0,40.60714286
390270,PA,58.57142857,42,15.71428571,10,25.14285714
390290,PA,58.57142857,25,41.42857143,10,31.17857143
390304,PA,77.14285714,53,81.66666667,0,53.63095238
390312,PA,38.33333333,93,35,10,43.58333333
390314,PA,83.33333333,92,,10,56.38888889
390316,PA,53.33333333,100,,40,67.22222222
390321,PA,88.33333333,96,,20,63.05555556
390322,PA,96,90,,100,95.16666667
390323,PA,100,100,,10,62.5
390324,PA,80,99,,0,54.58333333
390325,PA,95,97,,30,68.75
390326,PA,60,47,58.57142857,40,51.17857143
390327,PA,96.66666667,99,,40,74.02777778
390328,PA,90,29,62.85714286,0,41.39285714
390329,PA,68.57142857,25,31.42857143,10,28.17857143
410001,RI,40,40,67.14285714,0,40.85714286
410004,RI,32.85714286,44,35.71428571,30,36.07142857
410005,RI,52.85714286,38,41.42857143,20,36.35714286
410006,RI,51.42857143,42,62,0,40.44285714
410007,RI,61.42857143,26,50,0,32.64285714
410008,RI,41.42857143,89,36,30,48.29285714
410009,RI,35.71428571,24,52.85714286,10,33.21428571
410010,RI,66,29,36.66666667,10,31.01666667
410011,RI,48.57142857,21,65,10,38.60714286
410012,RI,42.85714286,40,51.42857143,0,34.85714286
410013,RI,24.28571429,34,51.66666667,0,31.5952381
420002,SC,45.71428571,21,44.28571429,0,27.53571429
420004,SC,75.71428571,43,47.14285714,0,37.17857143
420005,SC,65.71428571,64,55,60,59.57142857
420007,SC,70,51,44.28571429,0,37.46428571
420009,SC,60,36,25,0,25
420010,SC,38.57142857,28,68,10,40.55714286
420011,SC,88.57142857,87,35,0,44.60714286
420015,SC,55.71428571,49,50,10,40.32142857
420019,SC,80,27,36.66666667,10,31.91666667
420020,SC,28.57142857,40,44,20,35.45714286
420023,SC,75.71428571,41,45.71428571,0,36.10714286
420026,SC,35.71428571,58,60,0,42.07142857
420027,SC,85.71428571,40,44.28571429,10,38.78571429
420030,SC,78.57142857,21,76,10,46.00714286
420033,SC,48.57142857,74,72.5,30,59.85714286
420036,SC,94.28571429,27,37.14285714,30,38.53571429
420037,SC,45.71428571,69,70,40,59.82142857
420038,SC,67.14285714,30,25,20,29.21428571
420039,SC,58,36,70,10,45.3
420043,SC,54.28571429,13,60,50,45.17857143
420048,SC,72.85714286,31,66,0,41.43571429
420049,SC,52.85714286,32,55.71428571,40,45.57142857
420051,SC,72.85714286,45,47.14285714,20,42.39285714
420053,SC,82.85714286,65,62.5,0,49.53571429
420054,SC,,68,43.33333333,100,65.92592593
420055,SC,57.14285714,41,44,60,48.56428571
420065,SC,60,76,45,10,45.5
420066,SC,,64,66.66666667,50,61.2962963
420067,SC,67.14285714,48,62.85714286,30,51.35714286
420068,SC,31.42857143,28,72.85714286,20,44.28571429
420069,SC,65.71428571,41,62.5,100,66.82142857
420070,SC,51.42857143,40,61.42857143,10,42.21428571
420071,SC,72.85714286,58,25.71428571,0,32.07142857
420072,SC,63.33333333,75,46.66666667,90,66.25
420073,SC,17.14285714,35,31.42857143,10,25.53571429
420078,SC,52.85714286,25,47.14285714,0,30.39285714
420079,SC,57.14285714,20,35.71428571,0,25
420080,SC,81.42857143,25,34.28571429,20,33.10714286
420082,SC,41.42857143,21,15.71428571,0,15.67857143
420083,SC,67.14285714,44,12,0,22.51428571
420085,SC,80,20,45.71428571,30,38.78571429
420086,SC,44.28571429,40,34.28571429,0,28.14285714
420087,SC,84.28571429,70,50,10,48.42857143
420089,SC,44.28571429,72,67.5,10,51.92857143
420091,SC,64.28571429,30,47.14285714,40,42.78571429
420098,SC,35.71428571,52,60,0,40.57142857
420101,SC,50,33,50,0,33.25
420102,SC,93.33333333,100,,80,90.55555556
420103,SC,72.85714286,73,70,0,53.53571429
420104,SC,74.28571429,88,43.33333333,40,56.76190476
420105,SC,44.28571429,55,60,50,54.67857143
420106,SC,48.57142857,49,,10,32.67857143
430005,SD,30,26,22,60,33.3
430008,SD,70,86,50,80,68.5
430012,SD,80,58,67.5,40,59.5
430013,SD,85.71428571,40,85,20,57.57142857
430014,SD,62.85714286,39,72,30,52.33571429
430015,SD,62.85714286,31,46.66666667,70,50.20238095
430016,SD,40,38,41.42857143,20,35.07142857
430027,SD,30,40,42.85714286,10,32.64285714
430048,SD,35.71428571,51,43.33333333,50,46.1547619
430077,SD,45.71428571,22,35.71428571,0,24.35714286
430084,SD,,,70,90,77.69230769
430089,SD,63.33333333,94,,50,70.55555556
430090,SD,65,99,,60,77.08333333
430091,SD,96.66666667,100,,70,86.94444444
430092,SD,71.66666667,100,,20,61.94444444
430095,SD,88.33333333,78,68,0,55.53333333
430096,SD,28,,,50,43.71428571
430097,SD,34.28571429,67,83.33333333,0,53.51190476
440001,TN,38.33333333,31,50,30,39.08333333
440002,TN,47.14285714,44,37.14285714,0,30.57142857
440003,TN,37.14285714,35,51.42857143,0,33.03571429
440006,TN,65.71428571,31,45.71428571,0,32.60714286
440007,TN,75,99,86.66666667,60,81.91666667
440008,TN,,,53.33333333,10,36.66666667
440009,TN,82.85714286,23,42.85714286,50,43.67857143
440010,TN,,46,40,100,58.33333333
440011,TN,45.71428571,24,48.57142857,20,35
440012,TN,50,45,52.85714286,0,37.39285714
440016,TN,,,70,0,43.07692308
440017,TN,44.28571429,44,52.85714286,0,36.57142857
440018,TN,28.57142857,63,75,0,48.60714286
440020,TN,72,25,50,0,33.45
440025,TN,74.28571429,48,28.33333333,30,38.26190476
440029,TN,45.71428571,59,51.42857143,10,42.39285714
440030,TN,80,30,62.85714286,0,40.64285714
440031,TN,65.71428571,43,64,10,45.42142857
440032,TN,,93,95,90,93.05555556
440033,TN,60,32,52.5,0,35
440034,TN,62.85714286,44,52.85714286,20,43.42857143
440035,TN,50,23,24.28571429,10,22.96428571
440039,TN,22.85714286,30,42.85714286,0,26.92857143
440040,TN,,,80,30,60.76923077
440046,TN,55.71428571,40,68.33333333,0,42.9047619
440048,TN,45.71428571,17,44.28571429,0,26.53571429
440049,TN,62.85714286,40,44.28571429,10,36.5
440050,TN,74.28571429,37,36,0,31.07857143
440051,TN,,30,55,10,35.55555556
440053,TN,40,37,34.28571429,0,26.96428571
440056,TN,60,43,70,0,44.75
440057,TN,58.57142857,49,53.33333333,30,46.94047619
440058,TN,45.71428571,23,60,20,39.32142857
440059,TN,32.85714286,41,44.28571429,0,31.25
440060,TN,80,,80,30,63.33333333
440061,TN,81.66666667,38,42.5,30,42.16666667
440063,TN,32.85714286,27,27.14285714,10,23.39285714
440065,TN,68.57142857,23,56.66666667,0,35.27380952
440067,TN,37.14285714,10,30,0,18.21428571
440068,TN,42.85714286,52,45,0,35.28571429
440070,TN,,,46.66666667,0,28.71794872
440072,TN,100,22,68,0,42.7
440073,TN,48.57142857,49,65.71428571,0,43.39285714
440081,TN,78.57142857,24,62.85714286,20,44
440082,TN,44.28571429,41,44.28571429,0,32.39285714
440083,TN,,31,63.33333333,30,45.09259259
440084,TN,44.28571429,50,32.5,20,34.92857143
440091,TN,75.71428571,64,55.71428571,10,48.35714286
440102,TN,75.71428571,34,33.33333333,10,31.9047619
440104,TN,52.85714286,15,32.85714286,0,22.17857143
440109,TN,40,58,33.33333333,10,34.33333333
440110,TN,98.57142857,34,70,60,61.35714286
440111,TN,31.42857143,14,12.5,20,16.64285714
440120,TN,41.42857143,30,25.71428571,20,26.92857143
440125,TN,62.85714286,48,38.57142857,20,38.71428571
440130,TN,68.57142857,66,43.33333333,20,45.69047619
440131,TN,94,48,46.66666667,60,55.06666667
440132,TN,74.28571429,47,56,20,46.57857143
440133,TN,44.28571429,45,65.71428571,10,44.46428571
440137,TN,50,15,25,0,18.75
440141,TN,,,26.66666667,10,20.25641026
440144,TN,34.28571429,26,57.14285714,0,32.78571429
440148,TN,74.28571429,46,53.33333333,40,50.26190476
440150,TN,75.71428571,26,38.57142857,0,29.5
440151,TN,70,32,62.5,10,42.5
440152,TN,41.42857143,18,32.5,0,21.64285714
440153,TN,,37,62.5,50,51.94444444
440156,TN,55.71428571,27,28.57142857,0,23.75
440159,TN,25,15,65,0,32.25
440161,TN,50,46,38.57142857,0,31.92857143
440173,TN,30,42,41.42857143,10,32.57142857
440175,TN,38.57142857,19,83.33333333,0,41.94047619
440176,TN,60,42,88.57142857,10,54.42857143
440180,TN,66.66666667,95,46.66666667,70,66.58333333
440181,TN,,,40,60,47.69230769
440182,TN,98,45,46.66666667,0,39.71666667
440183,TN,54.28571429,24,50,0,31.42857143
440184,TN,27.14285714,58,58,50,52.91428571
440185,TN,48.57142857,23,55.71428571,0,32.89285714
440187,TN,46.66666667,55,6.666666667,0,21.08333333
440189,TN,12.85714286,41,54.28571429,0,33.25
440192,TN,50,53,25,30,35.75
440193,TN,34.28571429,34,64.28571429,0,37.64285714
440194,TN,51.42857143,23,30,10,25.39285714
440197,TN,75.71428571,20,47.14285714,0,31.42857143
440200,TN,,50,66.66666667,20,49.07407407
440218,TN,,97,,70,83.5
440227,TN,37.14285714,31,55.71428571,20,38.75
440228,TN,51.42857143,31,58.57142857,10,38.82142857
450002,TX,52.85714286,18,40,0,25.78571429
450005,TX,82,87,60,0,53.95
450007,TX,58.57142857,47,25,0,27.60714286
450010,TX,64.28571429,38,58.57142857,0,39.35714286
450011,TX,70,46,58.57142857,0,41.92857143
450015,TX,54.28571429,13,47.14285714,40,37.53571429
450018,TX,15.71428571,30,57.14285714,0,31.92857143
450021,TX,55.71428571,40,22.85714286,0,24.71428571
450023,TX,22.85714286,34,45.71428571,0,29.07142857
450024,TX,64.28571429,30,22.85714286,0,23.07142857
450028,TX,84.28571429,16,74.28571429,10,44.64285714
450029,TX,14.28571429,15,40,10,23.67857143
450032,TX,60,23,72,0,40.55
450033,TX,12.85714286,17,52.85714286,0,26.67857143
450034,TX,80,24,37.14285714,0,28.85714286
450035,TX,20,12,41.42857143,0,21.57142857
450037,TX,60,38,40,0,31.5
450039,TX,58.57142857,15,24.28571429,0,19.32142857
450040,TX,12.85714286,40,61.42857143,0,35.85714286
450042,TX,37.14285714,41,40,0,29.96428571
450044,TX,77.14285714,44,54.28571429,0,40.42857143
450046,TX,20,26,54.28571429,0,30.21428571
450051,TX,68.57142857,29,47.14285714,0,32.96428571
450052,TX,,,30,0,18.46153846
450054,TX,55.71428571,43,51.42857143,20,41.89285714
450055,TX,100,74,46.66666667,20,52.16666667
450056,TX,31.42857143,17,38.57142857,0,22.82142857
450058,TX,67.14285714,16,40,0,26.71428571
450064,TX,67.14285714,43,38.57142857,0,32.89285714
450068,TX,41.42857143,43,40,0,30.89285714
450072,TX,38.57142857,15,50,10,30.10714286
450079,TX,61.42857143,38,38.57142857,0,31.07142857
450080,TX,70,46,50,10,41
450082,TX,72.5,27,60,0,38
450083,TX,85.71428571,25,41.42857143,0,31.39285714
450085,TX,60,62,43.33333333,10,41.33333333
450087,TX,85.71428571,32,41.42857143,0,33.14285714
450092,TX,72.85714286,9,65,0,35.53571429
450097,TX,67.14285714,12,42.85714286,0,26.85714286
450099,TX,42.85714286,24,60,70,51.78571429
450101,TX,68.57142857,22,60,0,36.35714286
450102,TX,21.42857143,41,45.71428571,0,30.67857143
450104,TX,35.71428571,37,30,0,24.82142857
450107,TX,60,20,38.57142857,0,26.42857143
450108,TX,70,42,33.33333333,0,30.83333333
450119,TX,40,13,71.42857143,0,35.82142857
450124,TX,30,21,23.33333333,0,17.58333333
450128,TX,41.42857143,17,76.66666667,30,46.55952381
450130,TX,25.71428571,19,28.57142857,0,18.75
450132,TX,65.71428571,17,54.28571429,0,32.53571429
450133,TX,62.85714286,31,32.85714286,10,29.67857143
450135,TX,58.57142857,53,27.14285714,0,29.96428571
450137,TX,38.57142857,23,42.85714286,0,26.75
450143,TX,,,70,60,66.15384615
450144,TX,,,45,70,54.61538462
450147,TX,38.57142857,26,68.57142857,0,37.78571429
450148,TX,68.57142857,27,55,0,35.60714286
450152,TX,80,48,80,20,57
450154,TX,28.57142857,36,60,80,55.85714286
450155,TX,53.33333333,,60,0,39.11111111
450162,TX,46.66666667,49,,10,32.36111111
450163,TX,53.33333333,38,44,0,32.43333333
450165,TX,85.71428571,55,50,0,42.32142857
450176,TX,78.57142857,41,66.66666667,0,44.77380952
450177,TX,65,68,77.5,30,62
450184,TX,38.57142857,30,62.85714286,10,39
450187,TX,62.85714286,53,56.66666667,40,52.20238095
450192,TX,85.71428571,57,16.66666667,80,49.48809524
450193,TX,32.85714286,15,38.57142857,0,22.46428571
450194,TX,51.42857143,46,16.66666667,0,23.30952381
450200,TX,40,38,47.14285714,0,32.35714286
450203,TX,92.85714286,29,76.66666667,0,47.20238095
450209,TX,65.71428571,15,55.71428571,0,32.60714286
450210,TX,,,60,0,36.92307692
450211,TX,31.42857143,22,67.14285714,0,35.5
450213,TX,32.85714286,29,25.71428571,0,20.82142857
450214,TX,,,36.66666667,0,22.56410256
450219,TX,36,51,36.66666667,30,38.51666667
450221,TX,,34,45,100,57.22222222
450222,TX,70,14,60,0,34.5
450229,TX,72.85714286,35,62.85714286,0,41.17857143
450231,TX,54.28571429,43,44.28571429,0,33.89285714
450235,TX,,,80,0,49.23076923
450236,TX,61.42857143,47,54,30,46.99285714
450237,TX,51.42857143,35,44.28571429,0,31.60714286
450271,TX,68.57142857,32,67.14285714,0,41.71428571
450272,TX,34.28571429,53,54,0,38.27857143
450280,TX,67.14285714,30,24.28571429,0,23.92857143
450289,TX,35.71428571,19,34.28571429,20,27.03571429
450292,TX,82.85714286,66,36.66666667,20,44.45238095
450293,TX,,,40,0,24.61538462
450299,TX,64.28571429,38,31.42857143,20,33.5
450324,TX,87.14285714,34,30,10,31.71428571
450330,TX,62.85714286,14,85,10,46.28571429
450340,TX,95.71428571,46,61.42857143,0,45.64285714
450347,TX,84.28571429,13,66.66666667,0,38.3452381
450348,TX,,68,85,40,67.77777778
450351,TX,74.28571429,73,43.33333333,0,43.01190476
450352,TX,51.42857143,27,70,0,39.89285714
450358,TX,60,44,58.57142857,10,42.92857143
450369,TX,97.14285714,80,65,20,60.71428571
450370,TX,64.28571429,42,66.66666667,0,43.5952381
450372,TX,80,53,23.33333333,0,30.58333333
450379,TX,21.42857143,11,34,0,18.49285714
450388,TX,60,36,35.71428571,0,29.28571429
450389,TX,42.85714286,20,72,0,38.08571429
450395,TX,21.42857143,18,33.33333333,0,19.97619048
450400,TX,,85,40,60,58.05555556
450403,TX,67.14285714,38,44.28571429,0,33.92857143
450411,TX,10,74,60,0,43.5
450419,TX,95.71428571,84,66.66666667,30,64.73809524
450422,TX,95,100,,30,70
450424,TX,77.14285714,33,52.85714286,0,37.10714286
450431,TX,81.42857143,51,44.28571429,0,38.60714286
450447,TX,82.85714286,31,66.66666667,30,50.20238095
450451,TX,30,90,73.33333333,0,54.83333333
450460,TX,,93,50,40,59.16666667
450462,TX,72.85714286,41,37.14285714,0,32.39285714
450465,TX,35.71428571,46,7.5,10,20.57142857
450469,TX,75.71428571,35,78.57142857,0,47.75
450475,TX,52.85714286,26,90,20,52.78571429
450484,TX,65.71428571,37,28.57142857,20,32.25
450497,TX,,,30,0,18.46153846
450508,TX,22.85714286,30,35.71428571,0,24.07142857
450518,TX,58.57142857,18,61.42857143,0,34.92857143
450537,TX,50,37,65.71428571,10,43.03571429
450539,TX,77.14285714,60,43.33333333,10,42.54761905
450558,TX,67.14285714,20,25,0,21.71428571
450563,TX,64.28571429,51,17.14285714,0,26.03571429
450565,TX,57.14285714,39,0,0,15.46428571
450571,TX,34.28571429,43,60,30,45.67857143
450573,TX,61.66666667,43,66.66666667,10,46.08333333
450578,TX,,,60,100,75.38461538
450580,TX,52,49,40,10,35.95
450586,TX,,,70,40,58.46153846
450587,TX,50,26,68,0,38.7
450596,TX,55.71428571,27,66,0,38.72142857
450597,TX,,43,30,0,25.27777778
450604,TX,81.42857143,99,60,30,64.39285714
450605,TX,,15,56.66666667,0,29.35185185
450610,TX,41.42857143,43,60,10,41.39285714
450617,TX,51.42857143,16,68.57142857,0,36.57142857
450620,TX,,,85,0,52.30769231
450634,TX,45.71428571,28,47.14285714,0,30.42857143
450638,TX,61.42857143,15,70,0,37.89285714
450639,TX,78.57142857,52,31.42857143,0,33.42857143
450641,TX,,,70,40,58.46153846
450643,TX,64.28571429,13,45.71428571,0,27.96428571
450644,TX,42.85714286,13,48.57142857,0,26.96428571
450647,TX,80,42,42.85714286,0,35.64285714
450651,TX,68.57142857,25,21.42857143,0,21.67857143
450653,TX,58.57142857,19,37.5,20,30.60714286
450654,TX,,32,70,60,56.66666667
450656,TX,71.42857143,53,52.85714286,0,41.53571429
450658,TX,,,46.66666667,20,36.41025641
450659,TX,42.85714286,35,50,0,33.03571429
450661,TX,40,33,65,0,38.25
450662,TX,75.71428571,23,74.28571429,10,45.53571429
450668,TX,30,30,40,0,26.5
450669,TX,65.71428571,37,84.28571429,0,49.53571429
450670,TX,52.85714286,24,58.57142857,0,34.71428571
450672,TX,70,23,41.42857143,0,29.32142857
450674,TX,70,19,70,20,44.75
450675,TX,81.42857143,22,52.85714286,0,34.78571429
450677,TX,54.28571429,45,71.42857143,0,45.25
450678,TX,45.71428571,28,41.42857143,0,28.14285714
450684,TX,40,41,48.57142857,0,33.67857143
450686,TX,72.85714286,60,28.57142857,0,33.71428571
450688,TX,75.71428571,12,67.14285714,0,37.42857143
450690,TX,60,37,75,10,47.75
450694,TX,,,50,0,30.76923077
450697,TX,42.85714286,8,52.85714286,0,27.42857143
450702,TX,32.85714286,39,58.57142857,10,38.96428571
450711,TX,74.28571429,20,58.57142857,10,38.35714286
450713,TX,60,40,38.57142857,0,31.42857143
450716,TX,44.28571429,13,58.57142857,0,31.10714286
450718,TX,82.85714286,34,47.14285714,0,35.64285714
450723,TX,87.14285714,28,38.57142857,0,31.14285714
450730,TX,74.28571429,27,55.71428571,0,36.46428571
450742,TX,44.28571429,33,28.57142857,0,24.10714286
450743,TX,70,43,51.42857143,0,38.32142857
450747,TX,52.85714286,22,60,0,34.78571429
450749,TX,,,53.33333333,0,32.82051282
450754,TX,,70,43.33333333,0,38.7037037
450755,TX,8,79,70,0,48.55
450766,TX,100,69,76.66666667,10,60.41666667
450771,TX,57.14285714,60,20,0,28.71428571
450774,TX,65,100,,0,52.5
450775,TX,37.14285714,14,58.57142857,0,30.64285714
450779,TX,67.14285714,68,71.42857143,0,52.28571429
450780,TX,93.33333333,86,,40,68.05555556
450788,TX,70,20,22.85714286,0,21.14285714
450801,TX,62.85714286,53,78.57142857,0,50.96428571
450804,TX,93.33333333,69,,60,69.30555556
450808,TX,90,95,,10,58.75
450809,TX,78.57142857,37,47.14285714,10,38.46428571
450820,TX,87.14285714,44,70,0,47.71428571
450822,TX,100,48,56.66666667,0,44.66666667
450825,TX,80,42,,60,55.83333333
450827,TX,40,27,,20,26.25
450828,TX,98,66,76,0,56.7
450831,TX,100,,,0,28.57142857
450833,TX,60,17,70,0,38.25
450834,TX,80,96,,100,95
450840,TX,64.28571429,32,58,20,42.62857143
450844,TX,65.71428571,39,60,0,40.32142857
450845,TX,88,77,,40,63.41666667
450847,TX,45.71428571,39,60,0,38.32142857
450848,TX,48.57142857,34,75,30,50.85714286
450851,TX,94,90,60,10,58.4
450853,TX,61.66666667,77,,0,42.36111111
450855,TX,47.14285714,42,55,0,37.21428571
450856,TX,85,99,,0,55.41666667
450860,TX,76.66666667,96,,50,73.61111111
450862,TX,51.42857143,31,55.71428571,0,35.17857143
450864,TX,75,100,,10,58.33333333
450865,TX,98,36,,,53.71428571
450867,TX,61.42857143,20,30,0,23.14285714
450869,TX,52.85714286,35,38.57142857,0,29.46428571
450872,TX,77.14285714,73,80,0,57.96428571
450874,TX,83.33333333,83,,10,52.63888889
450875,TX,78.33333333,100,,60,79.72222222
450876,TX,12.85714286,57,66.66666667,20,47.20238095
450877,TX,80,40,60,0,42
450880,TX,56.66666667,72,,10,43.61111111
450883,TX,53.33333333,98,,40,66.38888889
450888,TX,78.33333333,98,,0,53.88888889
450889,TX,78,91,,60,75.91666667
450890,TX,90,52,26.66666667,0,32.66666667
450891,TX,30,91,65,40,61.75
450893,TX,78,96,,30,65.5
450894,TX,38.33333333,33,,20,28.47222222
460001,UT,77.14285714,35,52.85714286,0,37.60714286
460003,UT,91.42857143,19,57.5,10,39.39285714
460004,UT,72.85714286,41,15.71428571,20,28.82142857
460005,UT,44.28571429,15,61.42857143,0,32.75
460006,UT,52.85714286,43,43.33333333,10,35.86904762
460007,UT,37.14285714,65,35,30,41.46428571
460009,UT,55.71428571,37,50,0,34.82142857
460010,UT,47.14285714,26,22.85714286,10,22.85714286
460011,UT,85.71428571,55,85,40,66.32142857
460013,UT,70,26,35,0,27.5
460014,UT,72.85714286,31,33.33333333,10,30.86904762
460015,UT,97.14285714,48,50,50,54.21428571
460017,UT,54.28571429,38,,0,24.88095238
460019,UT,30,45,50,100,59.25
460021,UT,45.71428571,44,38.57142857,30,38.5
460023,UT,97.14285714,34,7.5,30,28.71428571
460026,UT,48.57142857,64,35,10,37.35714286
460030,UT,31.42857143,47,70,80,62.89285714
460035,UT,,,85,100,90.76923077
460039,UT,48.33333333,84,,20,51.38888889
